id,nam,ten,ten_en,kinh_do,ngay_bat_dau,gio,phut,sat_nua_dem,nguon,ghi_chu
1998-12,1998,Thu Phân,Autumnal Equinox,180,1998-09-23,12,27,khong,tinh-toan,
1998-13,1998,Hàn Lộ,Cold Dew,195,1998-10-08,18,41,khong,tinh-toan,
1998-14,1998,Sương Giáng,Frost Descent,210,1998-10-23,21,46,khong,tinh-toan,
1998-15,1998,Lập Đông,Start of Winter,225,1998-11-07,21,51,khong,tinh-toan,
1998-16,1998,Tiểu Tuyết,Minor Snow,240,1998-11-22,19,18,khong,tinh-toan,
1998-17,1998,Đại Tuyết,Major Snow,255,1998-12-07,14,41,khong,tinh-toan,
1998-18,1998,Đông Chí,Winter Solstice,270,1998-12-22,8,38,khong,tinh-toan,
1999-19,1999,Tiểu Hàn,Minor Cold,285,1999-01-06,1,54,khong,tinh-toan,
1999-20,1999,Đại Hàn,Major Cold,300,1999-01-20,19,17,khong,tinh-toan,
1999-21,1999,Lập Xuân,Start of Spring,315,1999-02-04,13,34,khong,tinh-toan,
1999-22,1999,Vũ Thủy,Rain Water,330,1999-02-19,9,28,khong,tinh-toan,
1999-23,1999,Kinh Trập,Awakening of Insects,345,1999-03-06,7,36,khong,tinh-toan,
1999-00,1999,Xuân Phân,Vernal Equinox,0,1999-03-21,8,29,khong,tinh-toan,
1999-01,1999,Thanh Minh,Clear and Bright,15,1999-04-05,12,25,khong,tinh-toan,
1999-02,1999,Cốc Vũ,Grain Rain,30,1999-04-20,19,32,khong,tinh-toan,
1999-03,1999,Lập Hạ,Start of Summer,45,1999-05-06,5,45,khong,tinh-toan,
1999-04,1999,Tiểu Mãn,Grain Buds,60,1999-05-21,18,43,khong,tinh-toan,
1999-05,1999,Mang Chủng,Grain in Ear,75,1999-06-06,9,55,khong,tinh-toan,
1999-06,1999,Hạ Chí,Summer Solstice,90,1999-06-22,2,41,khong,tinh-toan,
1999-07,1999,Tiểu Thử,Minor Heat,105,1999-07-07,20,12,khong,tinh-toan,
1999-08,1999,Đại Thử,Major Heat,120,1999-07-23,13,34,khong,tinh-toan,
1999-09,1999,Lập Thu,Start of Autumn,135,1999-08-08,5,59,khong,tinh-toan,
1999-10,1999,Xử Thử,End of Heat,150,1999-08-23,20,38,khong,tinh-toan,
1999-11,1999,Bạch Lộ,White Dew,165,1999-09-08,8,53,khong,tinh-toan,
1999-12,1999,Thu Phân,Autumnal Equinox,180,1999-09-23,18,16,khong,tinh-toan,
1999-13,1999,Hàn Lộ,Cold Dew,195,1999-10-09,0,30,khong,tinh-toan,
1999-14,1999,Sương Giáng,Frost Descent,210,1999-10-24,3,35,khong,tinh-toan,
1999-15,1999,Lập Đông,Start of Winter,225,1999-11-08,3,40,khong,tinh-toan,
1999-16,1999,Tiểu Tuyết,Minor Snow,240,1999-11-23,1,7,khong,tinh-toan,
1999-17,1999,Đại Tuyết,Major Snow,255,1999-12-07,20,30,khong,tinh-toan,
1999-18,1999,Đông Chí,Winter Solstice,270,1999-12-22,14,27,khong,tinh-toan,
2000-19,2000,Tiểu Hàn,Minor Cold,285,2000-01-06,7,44,khong,tinh-toan,
2000-20,2000,Đại Hàn,Major Cold,300,2000-01-21,1,7,khong,tinh-toan,
2000-21,2000,Lập Xuân,Start of Spring,315,2000-02-04,19,23,khong,tinh-toan,
2000-22,2000,Vũ Thủy,Rain Water,330,2000-02-19,15,16,khong,tinh-toan,
2000-23,2000,Kinh Trập,Awakening of Insects,345,2000-03-05,13,25,khong,tinh-toan,
2000-00,2000,Xuân Phân,Vernal Equinox,0,2000-03-20,14,18,khong,tinh-toan,
2000-01,2000,Thanh Minh,Clear and Bright,15,2000-04-04,18,14,khong,tinh-toan,
2000-02,2000,Cốc Vũ,Grain Rain,30,2000-04-20,1,21,khong,tinh-toan,
2000-03,2000,Lập Hạ,Start of Summer,45,2000-05-05,11,33,khong,tinh-toan,
2000-04,2000,Tiểu Mãn,Grain Buds,60,2000-05-21,0,30,khong,tinh-toan,
2000-05,2000,Mang Chủng,Grain in Ear,75,2000-06-05,15,43,khong,tinh-toan,
2000-06,2000,Hạ Chí,Summer Solstice,90,2000-06-21,8,29,khong,tinh-toan,
2000-07,2000,Tiểu Thử,Minor Heat,105,2000-07-07,1,59,khong,tinh-toan,
2000-08,2000,Đại Thử,Major Heat,120,2000-07-22,19,23,khong,tinh-toan,
2000-09,2000,Lập Thu,Start of Autumn,135,2000-08-07,11,47,khong,tinh-toan,
2000-10,2000,Xử Thử,End of Heat,150,2000-08-23,2,27,khong,tinh-toan,
2000-11,2000,Bạch Lộ,White Dew,165,2000-09-07,14,41,khong,tinh-toan,
2000-12,2000,Thu Phân,Autumnal Equinox,180,2000-09-23,0,4,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2000-13,2000,Hàn Lộ,Cold Dew,195,2000-10-08,6,19,khong,tinh-toan,
2000-14,2000,Sương Giáng,Frost Descent,210,2000-10-23,9,24,khong,tinh-toan,
2000-15,2000,Lập Đông,Start of Winter,225,2000-11-07,9,29,khong,tinh-toan,
2000-16,2000,Tiểu Tuyết,Minor Snow,240,2000-11-22,6,57,khong,tinh-toan,
2000-17,2000,Đại Tuyết,Major Snow,255,2000-12-07,2,19,khong,tinh-toan,
2000-18,2000,Đông Chí,Winter Solstice,270,2000-12-21,20,17,khong,tinh-toan,
2001-19,2001,Tiểu Hàn,Minor Cold,285,2001-01-05,13,34,khong,tinh-toan,
2001-20,2001,Đại Hàn,Major Cold,300,2001-01-20,6,56,khong,tinh-toan,
2001-21,2001,Lập Xuân,Start of Spring,315,2001-02-04,1,13,khong,tinh-toan,
2001-22,2001,Vũ Thủy,Rain Water,330,2001-02-18,21,6,khong,tinh-toan,
2001-23,2001,Kinh Trập,Awakening of Insects,345,2001-03-05,19,14,khong,tinh-toan,
2001-00,2001,Xuân Phân,Vernal Equinox,0,2001-03-20,20,6,khong,tinh-toan,
2001-01,2001,Thanh Minh,Clear and Bright,15,2001-04-05,0,2,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2001-02,2001,Cốc Vũ,Grain Rain,30,2001-04-20,7,10,khong,tinh-toan,
2001-03,2001,Lập Hạ,Start of Summer,45,2001-05-05,17,21,khong,tinh-toan,
2001-04,2001,Tiểu Mãn,Grain Buds,60,2001-05-21,6,19,khong,tinh-toan,
2001-05,2001,Mang Chủng,Grain in Ear,75,2001-06-05,21,31,khong,tinh-toan,
2001-06,2001,Hạ Chí,Summer Solstice,90,2001-06-21,14,17,khong,tinh-toan,
2001-07,2001,Tiểu Thử,Minor Heat,105,2001-07-07,7,47,khong,tinh-toan,
2001-08,2001,Đại Thử,Major Heat,120,2001-07-23,1,10,khong,tinh-toan,
2001-09,2001,Lập Thu,Start of Autumn,135,2001-08-07,17,35,khong,tinh-toan,
2001-10,2001,Xử Thử,End of Heat,150,2001-08-23,8,15,khong,tinh-toan,
2001-11,2001,Bạch Lộ,White Dew,165,2001-09-07,20,29,khong,tinh-toan,
2001-12,2001,Thu Phân,Autumnal Equinox,180,2001-09-23,5,52,khong,tinh-toan,
2001-13,2001,Hàn Lộ,Cold Dew,195,2001-10-08,12,7,khong,tinh-toan,
2001-14,2001,Sương Giáng,Frost Descent,210,2001-10-23,15,13,khong,tinh-toan,
2001-15,2001,Lập Đông,Start of Winter,225,2001-11-07,15,18,khong,tinh-toan,
2001-16,2001,Tiểu Tuyết,Minor Snow,240,2001-11-22,12,46,khong,tinh-toan,
2001-17,2001,Đại Tuyết,Major Snow,255,2001-12-07,8,9,khong,tinh-toan,
2001-18,2001,Đông Chí,Winter Solstice,270,2001-12-22,2,6,khong,tinh-toan,
2002-19,2002,Tiểu Hàn,Minor Cold,285,2002-01-05,19,23,khong,tinh-toan,
2002-20,2002,Đại Hàn,Major Cold,300,2002-01-20,12,46,khong,tinh-toan,
2002-21,2002,Lập Xuân,Start of Spring,315,2002-02-04,7,2,khong,tinh-toan,
2002-22,2002,Vũ Thủy,Rain Water,330,2002-02-19,2,56,khong,tinh-toan,
2002-23,2002,Kinh Trập,Awakening of Insects,345,2002-03-06,1,3,khong,tinh-toan,
2002-00,2002,Xuân Phân,Vernal Equinox,0,2002-03-21,1,56,khong,tinh-toan,
2002-01,2002,Thanh Minh,Clear and Bright,15,2002-04-05,5,51,khong,tinh-toan,
2002-02,2002,Cốc Vũ,Grain Rain,30,2002-04-20,12,58,khong,tinh-toan,
2002-03,2002,Lập Hạ,Start of Summer,45,2002-05-05,23,10,khong,tinh-toan,
2002-04,2002,Tiểu Mãn,Grain Buds,60,2002-05-21,12,7,khong,tinh-toan,
2002-05,2002,Mang Chủng,Grain in Ear,75,2002-06-06,3,19,khong,tinh-toan,
2002-06,2002,Hạ Chí,Summer Solstice,90,2002-06-21,20,5,khong,tinh-toan,
2002-07,2002,Tiểu Thử,Minor Heat,105,2002-07-07,13,35,khong,tinh-toan,
2002-08,2002,Đại Thử,Major Heat,120,2002-07-23,6,58,khong,tinh-toan,
2002-09,2002,Lập Thu,Start of Autumn,135,2002-08-07,23,23,khong,tinh-toan,
2002-10,2002,Xử Thử,End of Heat,150,2002-08-23,14,3,khong,tinh-toan,
2002-11,2002,Bạch Lộ,White Dew,165,2002-09-08,2,18,khong,tinh-toan,
2002-12,2002,Thu Phân,Autumnal Equinox,180,2002-09-23,11,41,khong,tinh-toan,
2002-13,2002,Hàn Lộ,Cold Dew,195,2002-10-08,17,56,khong,tinh-toan,
2002-14,2002,Sương Giáng,Frost Descent,210,2002-10-23,21,2,khong,tinh-toan,
2002-15,2002,Lập Đông,Start of Winter,225,2002-11-07,21,7,khong,tinh-toan,
2002-16,2002,Tiểu Tuyết,Minor Snow,240,2002-11-22,18,36,khong,tinh-toan,
2002-17,2002,Đại Tuyết,Major Snow,255,2002-12-07,13,59,khong,tinh-toan,
2002-18,2002,Đông Chí,Winter Solstice,270,2002-12-22,7,56,khong,tinh-toan,
2003-19,2003,Tiểu Hàn,Minor Cold,285,2003-01-06,1,13,khong,tinh-toan,
2003-20,2003,Đại Hàn,Major Cold,300,2003-01-20,18,36,khong,tinh-toan,
2003-21,2003,Lập Xuân,Start of Spring,315,2003-02-04,12,51,khong,tinh-toan,
2003-22,2003,Vũ Thủy,Rain Water,330,2003-02-19,8,44,khong,tinh-toan,
2003-23,2003,Kinh Trập,Awakening of Insects,345,2003-03-06,6,53,khong,tinh-toan,
2003-00,2003,Xuân Phân,Vernal Equinox,0,2003-03-21,7,45,khong,tinh-toan,
2003-01,2003,Thanh Minh,Clear and Bright,15,2003-04-05,11,40,khong,tinh-toan,
2003-02,2003,Cốc Vũ,Grain Rain,30,2003-04-20,18,46,khong,tinh-toan,
2003-03,2003,Lập Hạ,Start of Summer,45,2003-05-06,4,59,khong,tinh-toan,
2003-04,2003,Tiểu Mãn,Grain Buds,60,2003-05-21,17,56,khong,tinh-toan,
2003-05,2003,Mang Chủng,Grain in Ear,75,2003-06-06,9,7,khong,tinh-toan,
2003-06,2003,Hạ Chí,Summer Solstice,90,2003-06-22,1,52,khong,tinh-toan,
2003-07,2003,Tiểu Thử,Minor Heat,105,2003-07-07,19,23,khong,tinh-toan,
2003-08,2003,Đại Thử,Major Heat,120,2003-07-23,12,46,khong,tinh-toan,
2003-09,2003,Lập Thu,Start of Autumn,135,2003-08-08,5,11,khong,tinh-toan,
2003-10,2003,Xử Thử,End of Heat,150,2003-08-23,19,51,khong,tinh-toan,
2003-11,2003,Bạch Lộ,White Dew,165,2003-09-08,8,7,khong,tinh-toan,
2003-12,2003,Thu Phân,Autumnal Equinox,180,2003-09-23,17,29,khong,tinh-toan,
2003-13,2003,Hàn Lộ,Cold Dew,195,2003-10-08,23,45,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2003-14,2003,Sương Giáng,Frost Descent,210,2003-10-24,2,50,khong,tinh-toan,
2003-15,2003,Lập Đông,Start of Winter,225,2003-11-08,2,56,khong,tinh-toan,
2003-16,2003,Tiểu Tuyết,Minor Snow,240,2003-11-23,0,25,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2003-17,2003,Đại Tuyết,Major Snow,255,2003-12-07,19,48,khong,tinh-toan,
2003-18,2003,Đông Chí,Winter Solstice,270,2003-12-22,13,46,khong,tinh-toan,
2004-19,2004,Tiểu Hàn,Minor Cold,285,2004-01-06,7,2,khong,tinh-toan,
2004-20,2004,Đại Hàn,Major Cold,300,2004-01-21,0,25,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2004-21,2004,Lập Xuân,Start of Spring,315,2004-02-04,18,41,khong,tinh-toan,
2004-22,2004,Vũ Thủy,Rain Water,330,2004-02-19,14,34,khong,tinh-toan,
2004-23,2004,Kinh Trập,Awakening of Insects,345,2004-03-05,12,42,khong,tinh-toan,
2004-00,2004,Xuân Phân,Vernal Equinox,0,2004-03-20,13,34,khong,tinh-toan,
2004-01,2004,Thanh Minh,Clear and Bright,15,2004-04-04,17,29,khong,tinh-toan,
2004-02,2004,Cốc Vũ,Grain Rain,30,2004-04-20,0,36,khong,tinh-toan,
2004-03,2004,Lập Hạ,Start of Summer,45,2004-05-05,10,47,khong,tinh-toan,
2004-04,2004,Tiểu Mãn,Grain Buds,60,2004-05-20,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2004-05,2004,Mang Chủng,Grain in Ear,75,2004-06-05,14,55,khong,tinh-toan,
2004-06,2004,Hạ Chí,Summer Solstice,90,2004-06-21,7,40,khong,tinh-toan,
2004-07,2004,Tiểu Thử,Minor Heat,105,2004-07-07,1,11,khong,tinh-toan,
2004-08,2004,Đại Thử,Major Heat,120,2004-07-22,18,34,khong,tinh-toan,
2004-09,2004,Lập Thu,Start of Autumn,135,2004-08-07,10,59,khong,tinh-toan,
2004-10,2004,Xử Thử,End of Heat,150,2004-08-23,1,39,khong,tinh-toan,
2004-11,2004,Bạch Lộ,White Dew,165,2004-09-07,13,55,khong,tinh-toan,
2004-12,2004,Thu Phân,Autumnal Equinox,180,2004-09-22,23,18,khong,tinh-toan,
2004-13,2004,Hàn Lộ,Cold Dew,195,2004-10-08,5,34,khong,tinh-toan,
2004-14,2004,Sương Giáng,Frost Descent,210,2004-10-23,8,40,khong,tinh-toan,
2004-15,2004,Lập Đông,Start of Winter,225,2004-11-07,8,45,khong,tinh-toan,
2004-16,2004,Tiểu Tuyết,Minor Snow,240,2004-11-22,6,14,khong,tinh-toan,
2004-17,2004,Đại Tuyết,Major Snow,255,2004-12-07,1,37,khong,tinh-toan,
2004-18,2004,Đông Chí,Winter Solstice,270,2004-12-21,19,35,khong,tinh-toan,
2005-19,2005,Tiểu Hàn,Minor Cold,285,2005-01-05,12,52,khong,tinh-toan,
2005-20,2005,Đại Hàn,Major Cold,300,2005-01-20,6,15,khong,tinh-toan,
2005-21,2005,Lập Xuân,Start of Spring,315,2005-02-04,0,30,khong,tinh-toan,
2005-22,2005,Vũ Thủy,Rain Water,330,2005-02-18,20,23,khong,tinh-toan,
2005-23,2005,Kinh Trập,Awakening of Insects,345,2005-03-05,18,31,khong,tinh-toan,
2005-00,2005,Xuân Phân,Vernal Equinox,0,2005-03-20,19,23,khong,tinh-toan,
2005-01,2005,Thanh Minh,Clear and Bright,15,2005-04-04,23,18,khong,tinh-toan,
2005-02,2005,Cốc Vũ,Grain Rain,30,2005-04-20,6,24,khong,tinh-toan,
2005-03,2005,Lập Hạ,Start of Summer,45,2005-05-05,16,35,khong,tinh-toan,
2005-04,2005,Tiểu Mãn,Grain Buds,60,2005-05-21,5,32,khong,tinh-toan,
2005-05,2005,Mang Chủng,Grain in Ear,75,2005-06-05,20,43,khong,tinh-toan,
2005-06,2005,Hạ Chí,Summer Solstice,90,2005-06-21,13,28,khong,tinh-toan,
2005-07,2005,Tiểu Thử,Minor Heat,105,2005-07-07,6,59,khong,tinh-toan,
2005-08,2005,Đại Thử,Major Heat,120,2005-07-23,0,22,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2005-09,2005,Lập Thu,Start of Autumn,135,2005-08-07,16,47,khong,tinh-toan,
2005-10,2005,Xử Thử,End of Heat,150,2005-08-23,7,27,khong,tinh-toan,
2005-11,2005,Bạch Lộ,White Dew,165,2005-09-07,19,43,khong,tinh-toan,
2005-12,2005,Thu Phân,Autumnal Equinox,180,2005-09-23,5,6,khong,tinh-toan,
2005-13,2005,Hàn Lộ,Cold Dew,195,2005-10-08,11,23,khong,tinh-toan,
2005-14,2005,Sương Giáng,Frost Descent,210,2005-10-23,14,29,khong,tinh-toan,
2005-15,2005,Lập Đông,Start of Winter,225,2005-11-07,14,35,khong,tinh-toan,
2005-16,2005,Tiểu Tuyết,Minor Snow,240,2005-11-22,12,4,khong,tinh-toan,
2005-17,2005,Đại Tuyết,Major Snow,255,2005-12-07,7,27,khong,tinh-toan,
2005-18,2005,Đông Chí,Winter Solstice,270,2005-12-22,1,25,khong,tinh-toan,
2006-19,2006,Tiểu Hàn,Minor Cold,285,2006-01-05,18,41,khong,tinh-toan,
2006-20,2006,Đại Hàn,Major Cold,300,2006-01-20,12,4,khong,tinh-toan,
2006-21,2006,Lập Xuân,Start of Spring,315,2006-02-04,6,20,khong,tinh-toan,
2006-22,2006,Vũ Thủy,Rain Water,330,2006-02-19,2,12,khong,tinh-toan,
2006-23,2006,Kinh Trập,Awakening of Insects,345,2006-03-06,0,20,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2006-00,2006,Xuân Phân,Vernal Equinox,0,2006-03-21,1,12,khong,tinh-toan,
2006-01,2006,Thanh Minh,Clear and Bright,15,2006-04-05,5,6,khong,tinh-toan,
2006-02,2006,Cốc Vũ,Grain Rain,30,2006-04-20,12,13,khong,tinh-toan,
2006-03,2006,Lập Hạ,Start of Summer,45,2006-05-05,22,24,khong,tinh-toan,
2006-04,2006,Tiểu Mãn,Grain Buds,60,2006-05-21,11,20,khong,tinh-toan,
2006-05,2006,Mang Chủng,Grain in Ear,75,2006-06-06,2,32,khong,tinh-toan,
2006-06,2006,Hạ Chí,Summer Solstice,90,2006-06-21,19,16,khong,tinh-toan,
2006-07,2006,Tiểu Thử,Minor Heat,105,2006-07-07,12,47,khong,tinh-toan,
2006-08,2006,Đại Thử,Major Heat,120,2006-07-23,6,10,khong,tinh-toan,
2006-09,2006,Lập Thu,Start of Autumn,135,2006-08-07,22,35,khong,tinh-toan,
2006-10,2006,Xử Thử,End of Heat,150,2006-08-23,13,15,khong,tinh-toan,
2006-11,2006,Bạch Lộ,White Dew,165,2006-09-08,1,31,khong,tinh-toan,
2006-12,2006,Thu Phân,Autumnal Equinox,180,2006-09-23,10,55,khong,tinh-toan,
2006-13,2006,Hàn Lộ,Cold Dew,195,2006-10-08,17,12,khong,tinh-toan,
2006-14,2006,Sương Giáng,Frost Descent,210,2006-10-23,20,18,khong,tinh-toan,
2006-15,2006,Lập Đông,Start of Winter,225,2006-11-07,20,24,khong,tinh-toan,
2006-16,2006,Tiểu Tuyết,Minor Snow,240,2006-11-22,17,53,khong,tinh-toan,
2006-17,2006,Đại Tuyết,Major Snow,255,2006-12-07,13,17,khong,tinh-toan,
2006-18,2006,Đông Chí,Winter Solstice,270,2006-12-22,7,14,khong,tinh-toan,
2007-19,2007,Tiểu Hàn,Minor Cold,285,2007-01-06,0,31,khong,tinh-toan,
2007-20,2007,Đại Hàn,Major Cold,300,2007-01-20,17,54,khong,tinh-toan,
2007-21,2007,Lập Xuân,Start of Spring,315,2007-02-04,12,10,khong,tinh-toan,
2007-22,2007,Vũ Thủy,Rain Water,330,2007-02-19,8,2,khong,tinh-toan,
2007-23,2007,Kinh Trập,Awakening of Insects,345,2007-03-06,6,10,khong,tinh-toan,
2007-00,2007,Xuân Phân,Vernal Equinox,0,2007-03-21,7,1,khong,tinh-toan,
2007-01,2007,Thanh Minh,Clear and Bright,15,2007-04-05,10,55,khong,tinh-toan,
2007-02,2007,Cốc Vũ,Grain Rain,30,2007-04-20,18,2,khong,tinh-toan,
2007-03,2007,Lập Hạ,Start of Summer,45,2007-05-06,4,12,khong,tinh-toan,
2007-04,2007,Tiểu Mãn,Grain Buds,60,2007-05-21,17,8,khong,tinh-toan,
2007-05,2007,Mang Chủng,Grain in Ear,75,2007-06-06,8,20,khong,tinh-toan,
2007-06,2007,Hạ Chí,Summer Solstice,90,2007-06-22,1,5,khong,tinh-toan,
2007-07,2007,Tiểu Thử,Minor Heat,105,2007-07-07,18,34,khong,tinh-toan,
2007-08,2007,Đại Thử,Major Heat,120,2007-07-23,11,58,khong,tinh-toan,
2007-09,2007,Lập Thu,Start of Autumn,135,2007-08-08,4,23,khong,tinh-toan,
2007-10,2007,Xử Thử,End of Heat,150,2007-08-23,19,3,khong,tinh-toan,
2007-11,2007,Bạch Lộ,White Dew,165,2007-09-08,7,19,khong,tinh-toan,
2007-12,2007,Thu Phân,Autumnal Equinox,180,2007-09-23,16,43,khong,tinh-toan,
2007-13,2007,Hàn Lộ,Cold Dew,195,2007-10-08,23,0,khong,tinh-toan,
2007-14,2007,Sương Giáng,Frost Descent,210,2007-10-24,2,6,khong,tinh-toan,
2007-15,2007,Lập Đông,Start of Winter,225,2007-11-08,2,13,khong,tinh-toan,
2007-16,2007,Tiểu Tuyết,Minor Snow,240,2007-11-22,23,43,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2007-17,2007,Đại Tuyết,Major Snow,255,2007-12-07,19,6,khong,tinh-toan,
2007-18,2007,Đông Chí,Winter Solstice,270,2007-12-22,13,4,khong,tinh-toan,
2008-19,2008,Tiểu Hàn,Minor Cold,285,2008-01-06,6,20,khong,tinh-toan,
2008-20,2008,Đại Hàn,Major Cold,300,2008-01-20,23,44,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2008-21,2008,Lập Xuân,Start of Spring,315,2008-02-04,17,59,khong,tinh-toan,
2008-22,2008,Vũ Thủy,Rain Water,330,2008-02-19,13,51,khong,tinh-toan,
2008-23,2008,Kinh Trập,Awakening of Insects,345,2008-03-05,11,59,khong,tinh-toan,
2008-00,2008,Xuân Phân,Vernal Equinox,0,2008-03-20,12,50,khong,tinh-toan,
2008-01,2008,Thanh Minh,Clear and Bright,15,2008-04-04,16,44,khong,tinh-toan,
2008-02,2008,Cốc Vũ,Grain Rain,30,2008-04-19,23,50,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2008-03,2008,Lập Hạ,Start of Summer,45,2008-05-05,10,0,khong,tinh-toan,
2008-04,2008,Tiểu Mãn,Grain Buds,60,2008-05-20,22,56,khong,tinh-toan,
2008-05,2008,Mang Chủng,Grain in Ear,75,2008-06-05,14,8,khong,tinh-toan,
2008-06,2008,Hạ Chí,Summer Solstice,90,2008-06-21,6,52,khong,tinh-toan,
2008-07,2008,Tiểu Thử,Minor Heat,105,2008-07-07,0,23,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2008-08,2008,Đại Thử,Major Heat,120,2008-07-22,17,46,khong,tinh-toan,
2008-09,2008,Lập Thu,Start of Autumn,135,2008-08-07,10,11,khong,tinh-toan,
2008-10,2008,Xử Thử,End of Heat,150,2008-08-23,0,52,khong,tinh-toan,
2008-11,2008,Bạch Lộ,White Dew,165,2008-09-07,13,8,khong,tinh-toan,
2008-12,2008,Thu Phân,Autumnal Equinox,180,2008-09-22,22,32,khong,tinh-toan,
2008-13,2008,Hàn Lộ,Cold Dew,195,2008-10-08,4,49,khong,tinh-toan,
2008-14,2008,Sương Giáng,Frost Descent,210,2008-10-23,7,55,khong,tinh-toan,
2008-15,2008,Lập Đông,Start of Winter,225,2008-11-07,8,2,khong,tinh-toan,
2008-16,2008,Tiểu Tuyết,Minor Snow,240,2008-11-22,5,32,khong,tinh-toan,
2008-17,2008,Đại Tuyết,Major Snow,255,2008-12-07,0,55,khong,tinh-toan,
2008-18,2008,Đông Chí,Winter Solstice,270,2008-12-21,18,54,khong,tinh-toan,
2009-19,2009,Tiểu Hàn,Minor Cold,285,2009-01-05,12,10,khong,tinh-toan,
2009-20,2009,Đại Hàn,Major Cold,300,2009-01-20,5,33,khong,tinh-toan,
2009-21,2009,Lập Xuân,Start of Spring,315,2009-02-03,23,49,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2009-22,2009,Vũ Thủy,Rain Water,330,2009-02-18,19,41,khong,tinh-toan,
2009-23,2009,Kinh Trập,Awakening of Insects,345,2009-03-05,17,48,khong,tinh-toan,
2009-00,2009,Xuân Phân,Vernal Equinox,0,2009-03-20,18,39,khong,tinh-toan,
2009-01,2009,Thanh Minh,Clear and Bright,15,2009-04-04,22,33,khong,tinh-toan,
2009-02,2009,Cốc Vũ,Grain Rain,30,2009-04-20,5,38,khong,tinh-toan,
2009-03,2009,Lập Hạ,Start of Summer,45,2009-05-05,15,48,khong,tinh-toan,
2009-04,2009,Tiểu Mãn,Grain Buds,60,2009-05-21,4,45,khong,tinh-toan,
2009-05,2009,Mang Chủng,Grain in Ear,75,2009-06-05,19,56,khong,tinh-toan,
2009-06,2009,Hạ Chí,Summer Solstice,90,2009-06-21,12,40,khong,tinh-toan,
2009-07,2009,Tiểu Thử,Minor Heat,105,2009-07-07,6,11,khong,tinh-toan,
2009-08,2009,Đại Thử,Major Heat,120,2009-07-22,23,34,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2009-09,2009,Lập Thu,Start of Autumn,135,2009-08-07,16,0,khong,tinh-toan,
2009-10,2009,Xử Thử,End of Heat,150,2009-08-23,6,40,khong,tinh-toan,
2009-11,2009,Bạch Lộ,White Dew,165,2009-09-07,18,56,khong,tinh-toan,
2009-12,2009,Thu Phân,Autumnal Equinox,180,2009-09-23,4,21,khong,tinh-toan,
2009-13,2009,Hàn Lộ,Cold Dew,195,2009-10-08,10,38,khong,tinh-toan,
2009-14,2009,Sương Giáng,Frost Descent,210,2009-10-23,13,44,khong,tinh-toan,
2009-15,2009,Lập Đông,Start of Winter,225,2009-11-07,13,51,khong,tinh-toan,
2009-16,2009,Tiểu Tuyết,Minor Snow,240,2009-11-22,11,21,khong,tinh-toan,
2009-17,2009,Đại Tuyết,Major Snow,255,2009-12-07,6,45,khong,tinh-toan,
2009-18,2009,Đông Chí,Winter Solstice,270,2009-12-22,0,43,khong,tinh-toan,
2010-19,2010,Tiểu Hàn,Minor Cold,285,2010-01-05,18,0,khong,tinh-toan,
2010-20,2010,Đại Hàn,Major Cold,300,2010-01-20,11,23,khong,tinh-toan,
2010-21,2010,Lập Xuân,Start of Spring,315,2010-02-04,5,38,khong,tinh-toan,
2010-22,2010,Vũ Thủy,Rain Water,330,2010-02-19,1,30,khong,tinh-toan,
2010-23,2010,Kinh Trập,Awakening of Insects,345,2010-03-05,23,37,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2010-00,2010,Xuân Phân,Vernal Equinox,0,2010-03-21,0,28,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
2010-01,2010,Thanh Minh,Clear and Bright,15,2010-04-05,4,22,khong,tinh-toan,
2010-02,2010,Cốc Vũ,Grain Rain,30,2010-04-20,11,27,khong,tinh-toan,
